17-220kV--Ⅱ母电压Ua_17,18-220kV--Ⅱ母电压Ub_18,19-220kV--Ⅱ母电压Uc_19,20-220kV--Ⅱ母电压3Uo_20,13-220kV羊丽Ⅱ回电流Ia_13,14-220kV羊丽Ⅱ回电流Ib_14,15-220kV羊丽Ⅱ回电流Ic_15,16-220kV羊丽Ⅱ回电流3Io_16
48.9786491394043,-85.65047454833984,15.538910865783691,-35.98811721801758,0.7251491546630859,0.41437095403671265,18.249588012695312,19.44090461730957
59.76265335083008,-83.47502899169922,15.321366310119629,-12.804062843322754,0.742414653301239,0.37984004616737366,18.525835037231445,19.699886322021484
68.34013366699219,-79.37275695800781,14.76196575164795,8.515323638916016,0.742414653301239,0.328043669462204,18.335914611816406,19.492700576782227
74.8043212890625,-73.71659088134766,9.012568473815918,18.335914611816406,0.7078837156295776,0.2417163997888565,17.748889923095703,18.819347381591797
79.87000274658203,-65.791748046875,0.3418560326099396,25.32842445373535,0.6388218998908997,0.18992002308368683,16.62663459777832,17.5935001373291
84.90460968017578,-54.044334411621094,-5.998019695281982,44.03727340698242,0.5697600841522217,0.10359273850917816,14.96915054321289,15.815157890319824
88.882568359375,-40.05931091308594,-8.826101303100586,70.639892578125,0.5006982684135437,0.03453091159462929,12.810968399047852,13.484321594238281
90.1567611694336,-26.22968101501465,-12.058195114135742,90.52969360351562,0.36257457733154297,-0.05179636925458908,10.186619758605957,10.687317848205566
88.4164047241211,-13.083763122558594,-18.584537506103516,98.11268615722656,0.2762472927570343,-0.10359273850917816,7.113368034362793,7.4241461753845215
83.87904357910156,0.062155645340681076,-26.043214797973633,100.2259750366211,0.15538911521434784,-0.18992002308368683,3.7466042041778564,3.8501968383789062
76.29605102539062,13.176996231079102,-30.580577850341797,102.61896514892578,0.03453091159462929,-0.258981853723526,0.3107782304286957,0.258981853723526
65.88497924804688,25.297348022460938,-31.66830062866211,103.7999267578125,-0.12085819989442825,-0.3107782304286957,-2.969658613204956,-3.1941094398498535
53.6092414855957,36.54751968383789,-32.22770309448242,100.8475341796875,-0.258981853723526,-0.37984004616737366,-5.97384786605835,-6.422749996185303
41.61320495605469,47.82876968383789,-34.34099197387695,95.78184509277344,-0.41437095403671265,-0.41437095403671265,-8.788117408752441,-9.426939010620117
30.518421173095703,59.42079544067383,-36.70290756225586,92.42544555664062,-0.5524945855140686,-0.4661673307418823,-11.44699764251709,-12.293004989624023
19.26824951171875,69.92510223388672,-36.76506423950195,91.2444839477539,-0.6906182765960693,-0.483432799577713,-14.0713472366333,-15.0554780960083
7.178977012634277,78.09856414794922,-34.06129455566406,89.10011291503906,-0.7769455313682556,-0.5006982684135437,-16.523042678833008,-17.645296096801758
-5.998019695281982,83.53718566894531,-30.891355514526367,80.6469497680664,-0.8460074067115784,-0.5006982684135437,-18.715755462646484,-19.92433738708496
-19.67226219177246,86.5517349243164,-28.902374267578125,65.13911437988281,-0.9150692224502563,-0.5006982684135437,-20.528627395629883,-21.78900718688965
-32.973567962646484,87.825927734375,-26.726926803588867,47.98415756225586,-0.966865599155426,-0.5006982684135437,-21.840803146362305,-23.18750762939453
-45.43577575683594,87.35975646972656,-22.282798767089844,33.222190856933594,-1.0013965368270874,-0.5006982684135437,-22.617748260498047,-23.964454650878906
-57.40073776245117,84.56275177001953,-16.16046714782715,18.14944839477539,-1.0186619758605957,-0.44890186190605164,-22.824934005737305,-24.188905715942383
-68.58875274658203,79.15521240234375,-10.379992485046387,-1.212035059928894,-1.0013965368270874,-0.39710551500320435,-22.496891021728516,-23.791799545288086
-77.81886291503906,71.7897720336914,-5.904786109924316,-22.562498092651367,-0.9841310381889343,-0.34530913829803467,-21.59908676147461,-22.842199325561523
-83.81688690185547,62.62181091308594,-1.5849689245224,-41.02272415161133,-0.8978037238121033,-0.293512761592865,-20.200584411621094,-21.305574417114258
-87.1422119140625,51.8688850402832,3.7604165077209473,-55.56714630126953,-0.8287419080734253,-0.22445093095302582,-18.249588012695312,-19.25098419189453
-88.69610595703125,40.090389251708984,9.634124755859375,-68.12258911132812,-0.742414653301239,-0.13812364637851715,-15.901485443115234,-16.712961196899414
-88.4164047241211,28.094350814819336,14.451187133789062,-79.9632339477539,-0.6388218998908997,-0.06906182318925858,-13.208074569702148,-13.846896171569824
-85.80587005615234,15.880766868591309,17.83867073059082,-90.7161636352539,-0.483432799577713,0.017265455797314644,-10.238415718078613,-10.635520935058594
-80.7712631225586,3.076704502105713,20.85321807861328,-99.0450210571289,-0.36257457733154297,0.10359273850917816,-7.0615715980529785,-7.251492023468018
-74.12060546875,-10.473225593566895,24.831180572509766,-103.98638916015625,-0.18992002308368683,0.17265456914901733,-3.7293386459350586,-3.677542209625244
-66.35115051269531,-24.271778106689453,29.58608627319336,-106.1618423461914,-0.03453091159462929,0.258981853723526,-0.328043669462204,-0.05179636925458908
-57.276424407958984,-37.82170867919922,33.5329704284668,-107.2184829711914,0.12085819989442825,0.3107782304286957,3.0387203693389893,3.52215313911438
-46.430267333984375,-50.346073150634766,35.55302810668945,-106.6901626586914,0.2762472927570343,0.36257457733154297,6.250095367431641,6.923448085784912
-33.84375,-61.161155700683594,35.98811721801758,-102.587890625,0.39710551500320435,0.37984004616737366,9.271550178527832,10.117557525634766
-20.2938175201416,-69.9561767578125,35.5841064453125,-94.75627899169922,0.5352291464805603,0.41437095403671265,12.051288604736328,13.069951057434082
-6.6195759773254395,-77.10408020019531,34.278839111328125,-85.55724334716797,0.6215564608573914,0.44890186190605164,14.554780006408691,15.677034378051758
6.8992767333984375,-82.69808197021484,31.699378967285156,-76.26497650146484,0.7078837156295776,0.4661673307418823,16.695695877075195,17.95607566833496
20.63567352294922,-86.39634704589844,27.97003936767578,-65.263427734375,0.7769455313682556,0.4661673307418823,18.422243118286133,19.75168228149414
34.34099197387695,-87.7637710571289,23.805612564086914,-50.78116226196289,0.8287419080734253,0.4661673307418823,19.699886322021484,21.098388671875
47.145057678222656,-86.76927947998047,19.703338623046875,-33.59512710571289,0.8632728457450867,0.4661673307418823,20.459566116333008,21.89259910583496
58.42630386352539,-83.78580474853516,15.601066589355469,-15.756455421447754,0.8632728457450867,0.41437095403671265,20.73581314086914,22.168846130371094
67.90504455566406,-79.18628692626953,11.094782829284668,1.1188015937805176,0.880538284778595,0.36257457733154297,20.511362075805664,21.89259910583496
75.36371612548828,-72.62886810302734,6.091253280639648,16.62663459777832,0.8287419080734253,0.328043669462204,19.76894760131836,21.063858032226562
80.6158676147461,-63.771690368652344,0.9634124636650085,32.196624755859375,0.7769455313682556,0.2762472927570343,18.543100357055664,19.717151641845703
84.31413269042969,-53.11199951171875,-3.884727716445923,48.326011657714844,0.6906182765960693,0.18992002308368683,16.851085662841797,17.887012481689453
86.73820495605469,-41.45781326293945,-8.608556747436523,64.20677947998047,0.6042909622192383,0.13812364637851715,14.692903518676758,15.573441505432129
87.825927734375,-29.244230270385742,-13.643163681030273,78.31610870361328,0.483432799577713,0.05179636925458908,12.12035083770752,12.810968399047852
86.80035400390625,-16.253700256347656,-18.739927291870117,90.12568664550781,0.36257457733154297,-0.017265455797314644,9.20248794555664,9.668655395507812
82.977783203125,-2.5794591903686523,-23.2462100982666,99.5733413696289,0.2417163997888565,-0.12085819989442825,5.97384786605835,6.267360687255859
76.29605102539062,11.219093322753906,-26.88231658935547,105.72675323486328,0.12085819989442825,-0.20718547701835632,2.5725531578063965,2.6761457920074463
67.25240325927734,24.427167892456055,-29.927942276000977,107.59142303466797,-0.017265455797314644,-0.2762472927570343,-0.811476469039917,-0.949600100517273
56.499481201171875,37.01368713378906,-32.569557189941406,106.09968566894531,-0.18992002308368683,-0.328043669462204,-4.143709659576416,-4.4544878005981445
44.78314208984375,49.10295867919922,-34.62069320678711,103.1162109375,-0.328043669462204,-0.36257457733154297,-7.268757343292236,-7.803986549377441
32.38309097290039,60.415287017822266,-35.55302810668945,99.60442352294922,-0.4661673307418823,-0.43163642287254333,-10.203885078430176,-10.929034233093262
19.51687240600586,70.14264678955078,-35.149017333984375,94.69412231445312,-0.6042909622192383,-0.4661673307418823,-12.949092864990234,-13.846896171569824
6.402031421661377,77.63240051269531,-33.65727996826172,87.32868194580078,-0.7078837156295776,-0.5006982684135437,-15.418052673339844,-16.4539794921875
-6.8060431480407715,82.85347747802734,-31.35752296447754,77.10408020019531,-0.7769455313682556,-0.5006982684135437,-17.558969497680664,-18.698490142822266
-20.107351303100586,85.96125793457031,-28.374052047729492,64.39324951171875,-0.8632728457450867,-0.5006982684135437,-19.302780151367188,-20.528627395629883
-33.222190856933594,87.11113739013672,-24.737945556640625,49.94205856323242,-0.9150692224502563,-0.5006982684135437,-20.59769058227539,-21.875333786010742
-45.56008529663086,86.33419036865234,-20.449207305908203,34.40314865112305,-0.9323346614837646,-0.5006982684135437,-21.39190101623535,-22.72134017944336
-56.90349197387695,83.7236557006836,-15.880766868591309,17.90082550048828,-0.949600100517273,-0.483432799577713,-21.685413360595703,-22.997589111328125
-66.97270965576172,79.31060028076172,-11.219093322753906,0.5594007968902588,-0.9150692224502563,-0.43163642287254333,-21.495492935180664,-22.73860740661621
-75.20832824707031,72.81533813476562,-6.3398756980896,-16.750946044921875,-0.880538284778595,-0.36257457733154297,-20.73581314086914,-21.90986442565918
-81.20635223388672,63.989234924316406,-1.3052685260772705,-33.4708137512207,-0.8287419080734253,-0.3107782304286957,-19.509965896606445,-20.5458927154541
-85.40185546875,53.36062240600586,3.9468834400177,-49.60020446777344,-0.742414653301239,-0.22445093095302582,-17.766155242919922,-18.681224822998047
-87.85700225830078,41.7996711730957,9.043645858764648,-64.85941314697266,-0.656087338924408,-0.15538911521434784,-15.573441505432129,-16.33312225341797
-88.38532257080078,29.772554397583008,13.767475128173828,-78.2850341796875,-0.5524945855140686,-0.08632728457450867,-12.983623504638672,-13.553383827209473
-86.52066040039062,17.03064727783203,18.180526733398438,-89.44197082519531,-0.44890186190605164,0.0,-10.06576156616211,-10.445601463317871
-82.13868713378906,3.511793851852417,22.344953536987305,-98.05052947998047,-0.328043669462204,0.08632728457450867,-6.906182765960693,-7.0788373947143555
-75.45695495605469,-10.286759376525879,26.13644790649414,-103.89315795898438,-0.15538911521434784,0.17265456914901733,-3.5566840171813965,-3.52215313911438
-67.0037841796875,-23.836688995361328,29.555007934570312,-106.72124481201172,-0.03453091159462929,0.20718547701835632,-0.13812364637851715,0.12085819989442825
-57.02780532836914,-36.95153045654297,32.41416931152344,-107.2806396484375,0.12085819989442825,0.2762472927570343,3.22864031791687,3.694807767868042
-45.74655532836914,-49.382659912109375,34.46530532836914,-105.66459655761719,0.2762472927570343,0.328043669462204,6.405484199523926,7.0788373947143555
-33.4708137512207,-60.570674896240234,35.521949768066406,-101.81094360351562,0.41437095403671265,0.39710551500320435,9.426939010620117,10.290212631225586
-20.63567352294922,-69.86294555664062,35.45979690551758,-95.56430053710938,0.5524945855140686,0.41437095403671265,12.206677436828613,13.225339889526367
-7.489755153656006,-76.97976684570312,34.12344741821289,-87.2043685913086,0.673352837562561,0.44890186190605164,14.710168838500977,15.884220123291016
5.873708248138428,-82.10760498046875,31.730457305908203,-76.91761016845703,0.7596800923347473,0.4661673307418823,16.851085662841797,18.145994186401367
19.361482620239258,-85.52616882324219,28.591596603393555,-64.6418685913086,0.8460074067115784,0.4661673307418823,18.59489631652832,19.993398666381836
32.724945068359375,-86.98682403564453,24.86225700378418,-50.346073150634766,0.880538284778595,0.483432799577713,19.889806747436523,21.322839736938477
45.373619079589844,-86.36526489257812,20.697830200195312,-34.40314865112305,0.8978037238121033,0.4661673307418823,20.666751861572266,22.168846130371094
56.96564865112305,-83.91011810302734,16.16046714782715,-17.652202606201172,0.8978037238121033,0.44890186190605164,20.977529525756836,22.462358474731445
67.12809753417969,-79.71461486816406,11.405560493469238,-0.6837120652198792,0.8978037238121033,0.41437095403671265,20.770343780517578,22.20337677001953
