220kV Ⅱ母电压_A相_5,220kV Ⅱ母电压_B相_6,220kV Ⅱ母电压_C相_7,220kV Ⅱ母电压_3U0_8,木东线262_A相_13,木东线262_B相_14,木东线262_C相_15,木东线262_3I0_16
-56.88090133666992,-28.047971725463867,84.92422485351562,1.3394293785095215,-0.2507893145084381,-0.14881978929042816,-0.7900400161743164,-0.33482545614242554
-36.2271614074707,-50.70450210571289,84.93460845947266,-2.554260730743408,-0.3436742126941681,-0.08371113240718842,-0.7714508175849915,-0.3069233298301697
-13.028064727783203,-67.45018005371094,81.08055877685547,1.7755227088928223,-0.42727065086364746,0.00930123683065176,-0.7435670495033264,-0.2976226210594177
7.719180107116699,-77.4747314453125,71.04547119140625,3.1149520874023438,-0.5294440984725952,0.046506185084581375,-0.7156832814216614,-0.3069233298301697
27.67684555053711,-85.87873840332031,54.995574951171875,-4.734727382659912,-0.6409059762954712,0.09301237016916275,-0.6785049438476562,-0.3255247473716736
49.12016677856445,-86.52279663085938,35.00851821899414,-3.177251100540161,-0.6873484253883362,0.11161483824253082,-0.6041482090950012,-0.3255247473716736
67.3740005493164,-80.27952575683594,14.543597221374512,4.002713680267334,-0.7523679137229919,0.027903709560632706,-0.511202335357666,-0.3069233298301697
77.68009185791016,-70.51467895507812,-7.448399543762207,0.638565182685852,-0.8359643220901489,0.027903709560632706,-0.39037269353866577,-0.3069233298301697
84.52658081054688,-57.32174301147461,-29.585832595825195,-3.2084007263183594,-0.8916952610015869,0.0,-0.29742681980133057,-0.3255247473716736
85.52394104003906,-35.454715728759766,-49.68716049194336,1.7287983894348145,-0.9009838104248047,-0.10231360793113708,-0.2323646992444992,-0.31622403860092163
80.43323516845703,-12.631975173950195,-66.71356201171875,2.725583076477051,-0.8638297915458679,-0.19532597064971924,-0.17659717798233032,-0.31622403860092163
69.58689880371094,6.89772367477417,-78.71202850341797,-2.8969054222106934,-0.8731182813644409,-0.2976395785808563,-0.07435670495033264,-0.3441261649131775
55.93548583984375,27.705163955688477,-85.47480010986328,-2.0714430809020996,-0.8173873424530029,-0.40925443172454834,-0.05576752871274948,-0.31622403860092163
35.541473388671875,50.361690521240234,-85.59945678710938,1.7287983894348145,-0.705925464630127,-0.4464593529701233,-0.0464729405939579,-0.3069233298301697
12.394322395324707,66.86844635009766,-81.61035919189453,-2.4763870239257812,-0.6780599355697632,-0.520869255065918,-0.08365128934383392,-0.33482545614242554
-8.300975799560547,76.76834106445312,-71.57527923583984,-3.9871387481689453,-0.5108671188354492,-0.6045804023742676,-0.0929458811879158,-0.31622403860092163
-28.4664249420166,85.24505615234375,-55.431884765625,3.955989122390747,-0.41798216104507446,-0.6138816475868225,-0.15800799429416656,-0.2976226210594177
-49.93052291870117,85.85795593261719,-35.32016372680664,2.491961717605591,-0.38082820177078247,-0.6417853236198425,-0.2323646992444992,-0.3441261649131775
-68.21553039550781,79.59391021728516,-14.896799087524414,-4.672428131103516,-0.2879432737827301,-0.5952791571617126,-0.3346051573753357,-0.33482545614242554
-78.72940063476562,69.84983825683594,7.147139549255371,-1.4640275239944458,-0.21363532543182373,-0.5487729907035828,-0.44614022970199585,-0.3069233298301697
-85.48238372802734,56.76078414916992,29.243019104003906,2.4296627044677734,-0.18576985597610474,-0.520869255065918,-0.5483806729316711,-0.3255247473716736
-86.41741180419922,34.99763488769531,49.333961486816406,-2.1648917198181152,-0.16719286143779755,-0.4743630886077881,-0.6041482090950012,-0.3255247473716736
-81.26436614990234,12.164509773254395,66.21492004394531,-3.613344430923462,-0.14861588180065155,-0.3441457748413086,-0.6692103147506714,-0.31622403860092163
-70.49076080322266,-7.323637008666992,78.1822280883789,2.024718999862671,-0.22292381525039673,-0.24183215200901031,-0.7528616189956665,-0.2976226210594177
-56.828956604003906,-28.099912643432617,84.8826675415039,1.3705788850784302,-0.24150080978870392,-0.16742226481437683,-0.7993345856666565,-0.31622403860092163
-36.164825439453125,-50.808380126953125,84.96577453613281,-2.4608120918273926,-0.3158087432384491,-0.06510865688323975,-0.7807453870773315,-0.3255247473716736
-13.017675399780273,-67.51250457763672,81.0078353881836,1.6820741891860962,-0.43655914068222046,-0.01860247366130352,-0.7528616189956665,-0.3255247473716736
7.75034761428833,-77.46434020996094,71.01431274414062,3.0526530742645264,-0.5480210781097412,0.03720494732260704,-0.7435670495033264,-0.3255247473716736
27.728790283203125,-85.8995132446289,54.995574951171875,-4.5789794921875,-0.6223289966583252,0.11161483824253082,-0.6692103147506714,-0.3255247473716736
49.16172409057617,-86.42930603027344,34.96696472167969,-3.1305270195007324,-0.7152139544487,0.08371113240718842,-0.585559070110321,-0.31622403860092163
67.42594909667969,-80.17564392089844,14.502044677734375,4.002713680267334,-0.7616564035415649,0.046506185084581375,-0.5019077658653259,-0.3069233298301697
77.73204040527344,-70.45234680175781,-7.521117687225342,0.5451166033744812,-0.8638297915458679,0.01860247366130352,-0.3717835247516632,-0.3255247473716736
84.60969543457031,-57.26980209350586,-29.648162841796875,-3.0838027000427246,-0.9009838104248047,-0.01860247366130352,-0.30672141909599304,-0.3255247473716736
85.56549835205078,-35.381996154785156,-49.74949264526367,1.6353498697280884,-0.9009838104248047,-0.09301237016916275,-0.25095388293266296,-0.33482545614242554
80.33972930908203,-12.621587753295898,-66.7447280883789,2.6944336891174316,-0.9009838104248047,-0.19532597064971924,-0.14871340990066528,-0.3441261649131775
69.53495788574219,6.980828762054443,-78.74319458007812,-3.0215036869049072,-0.8545413017272949,-0.30694082379341125,-0.07435670495033264,-0.3069233298301697
55.93548583984375,27.798656463623047,-85.52674102783203,-2.05586838722229,-0.7988103628158569,-0.36274823546409607,-0.0464729405939579,-0.3069233298301697
35.42719268798828,50.361690521240234,-85.59945678710938,1.82224702835083,-0.7802333831787109,-0.4557605981826782,-0.06506211310625076,-0.33482545614242554
12.352766036987305,66.93077087402344,-81.52725219726562,-2.414088010787964,-0.6316174864768982,-0.511568009853363,-0.08365128934383392,-0.3069233298301697
-8.394478797912598,76.77872467041016,-71.51294708251953,-3.769092082977295,-0.49229010939598083,-0.5859779119491577,-0.11153505742549896,-0.31622403860092163
-28.49759292602539,85.25544738769531,-55.4422721862793,3.9092650413513184,-0.45513615012168884,-0.6510865688323975,-0.15800799429416656,-0.33482545614242554
-49.97208023071289,85.87873840332031,-35.257835388183594,2.600985050201416,-0.3436742126941681,-0.6324840784072876,-0.21377553045749664,-0.3069233298301697
-68.20513916015625,79.55236053466797,-14.803304672241211,-4.610129356384277,-0.2879432737827301,-0.5859779119491577,-0.34389975666999817,-0.3069233298301697
-78.67745971679688,69.82906341552734,7.178304195404053,-1.5419013500213623,-0.23221231997013092,-0.5673754215240479,-0.4554348289966583,-0.31622403860092163
-85.46160888671875,56.72962188720703,29.378067016601562,2.3050646781921387,-0.18576985597610474,-0.5394717454910278,-0.5204969048500061,-0.31622403860092163
-86.41741180419922,34.92491912841797,49.385902404785156,-2.242765426635742,-0.13003890216350555,-0.43715813755989075,-0.6041482090950012,-0.3255247473716736
-81.19164276123047,12.143733024597168,66.21492004394531,-3.4108726978302,-0.19505834579467773,-0.33484452962875366,-0.6599157452583313,-0.31622403860092163
-70.40764617919922,-7.365189552307129,78.15106201171875,1.9935693740844727,-0.22292381525039673,-0.23253092169761658,-0.7435670495033264,-0.31622403860092163
-56.78739929199219,-28.172630310058594,84.9865493774414,1.277130365371704,-0.24150080978870392,-0.14881978929042816,-0.7807453870773315,-0.3255247473716736
-36.144046783447266,-50.81877136230469,84.97616577148438,-2.367363691329956,-0.3158087432384491,-0.09301237016916275,-0.8179237246513367,-0.2976226210594177
-12.955339431762695,-67.55406188964844,80.95589447021484,1.7287983894348145,-0.43655914068222046,-0.027903709560632706,-0.7528616189956665,-0.3069233298301697
7.80229377746582,-77.48512268066406,71.03508758544922,3.1616764068603516,-0.5387325882911682,0.05580741912126541,-0.7063887119293213,-0.3255247473716736
27.811904907226562,-85.9202880859375,54.870914459228516,-4.79702615737915,-0.6501944661140442,0.08371113240718842,-0.6785049438476562,-0.3255247473716736
49.19289016723633,-86.45008087158203,34.89424514770508,-2.990354061126709,-0.6966369152069092,0.08371113240718842,-0.6041482090950012,-0.31622403860092163
67.41555786132812,-80.14448547363281,14.460491180419922,3.924839735031128,-0.7709448933601379,0.06510865688323975,-0.49261316657066345,-0.33482545614242554
77.78398895263672,-70.41079711914062,-7.583447456359863,0.638565182685852,-0.8452528119087219,0.0,-0.39037269353866577,-0.3255247473716736
84.54735565185547,-57.22825241088867,-29.689716339111328,-3.2084007263183594,-0.9009838104248047,-0.027903709560632706,-0.30672141909599304,-0.31622403860092163
85.4304428100586,-35.246952056884766,-49.739105224609375,1.8378217220306396,-0.9381377696990967,-0.06510865688323975,-0.2323646992444992,-0.33482545614242554
80.3501205444336,-12.538482666015625,-66.82782745361328,2.6632840633392334,-0.8638297915458679,-0.2139284461736679,-0.15800799429416656,-0.31622403860092163
49.847412109375,10.034940719604492,-77.63164520263672,-41.350990295410156,0.9845802187919617,-0.4557605981826782,-0.17659717798233032,-1.9996520280838013
30.274147033691406,23.394086837768555,-91.48961639404297,-62.14329528808594,1.9691604375839233,-0.4278568923473358,-0.00929458811879158,-3.143638849258423
26.627534866333008,60.323917388916016,-73.92302703857422,22.941621780395508,3.771127939224243,-1.1161484718322754,-0.6134428381919861,-3.5900728702545166
7.272444248199463,64.92585754394531,-83.49063873291016,-18.331493377685547,4.01262903213501,-0.7068939805030823,-0.3810781240463257,-4.427136421203613
3.8959522247314453,75.89573669433594,-75.74098205566406,9.157958984375,3.7618393898010254,-1.041738510131836,-0.483318567276001,-3.8318912982940674
-18.181110382080078,82.6064682006836,-52.48160934448242,21.97598648071289,2.9537405967712402,-0.8650150299072266,-0.34389975666999817,-3.2087438106536865
-37.193359375,87.5719985961914,-35.66297912597656,27.302555084228516,1.2260810136795044,-0.7627013921737671,-0.4275510609149933,-1.4695117473602295
-40.45556640625,81.33911895751953,-16.870573043823242,43.110939025878906,-0.9288492798805237,-0.5394717454910278,-0.20448093116283417,0.17671343684196472
-52.33042907714844,66.98271179199219,9.255961418151855,43.15766143798828,-3.3902997970581055,-0.35344699025154114,-0.26024845242500305,2.6041979789733887
-54.64722442626953,57.51911926269531,29.72088050842285,58.65454864501953,-5.879615783691406,-0.027903709560632706,-0.139418825507164,4.631752014160156
-62.096282958984375,35.485877990722656,47.12125778198242,37.28597640991211,-8.601143836975098,0.2976395785808563,0.06506211310625076,6.7244110107421875
-55.021236419677734,14.751155853271484,69.61189270019531,52.611541748046875,-10.997574806213379,0.5301705002784729,0.15800799429416656,8.779867172241211
-48.64226150512695,-7.676833629608154,77.81863403320312,38.796730041503906,-13.05962085723877,0.8371112942695618,0.2695430517196655,10.370287895202637
-39.92572021484375,-28.421945571899414,82.6180191040039,26.368070602416992,-14.610798835754395,0.9766298532485962,0.29742681980133057,11.68168830871582
-26.721036911010742,-49.717628479003906,87.68750762939453,20.636558532714844,-15.465340614318848,1.1719558238983154,0.3810781240463257,12.18392562866211
-12.622885704040527,-68.14618682861328,79.2314453125,-1.6353498697280884,-15.576802253723145,1.2091608047485352,0.39966729283332825,12.221128463745117
4.218017578125,-78.61742401123047,69.70538330078125,-7.382436752319336,-14.954473495483398,1.1998594999313354,0.4368456304073334,11.551478385925293
15.698090553283691,-86.30464935302734,55.26567077636719,-25.885251998901367,-13.598353385925293,1.1254496574401855,0.29742681980133057,10.342386245727539
31.05333709716797,-86.49163818359375,34.0112419128418,-36.64741134643555,-11.573461532592773,0.9394249320030212,0.20448093116283417,8.556650161743164
43.167152404785156,-83.30247497558594,13.702146530151367,-45.6807746887207,-8.963395118713379,0.6882915496826172,0.11153505742549896,6.352382659912109
51.23956298828125,-72.82084655761719,-7.334128379821777,-49.94825744628906,-6.111828327178955,0.4185556471347809,-0.06506211310625076,3.896996259689331
