220KV II母电压_A_5,220KV II母电压_B_6,220KV II母电压_C_7,220KV II母电压_N_8,220KV轿翠 II回线_A_25,220KV轿翠 II回线_B_26,220KV轿翠 II回线_C_27,220KV轿翠 II回线_N_28
2.0096640586853027,-78.34680938720703,67.2545166015625,-15.88685417175293,-3.5204720497131348,0.020975999534130096,-0.2227579951286316,-3.685499906539917
7.850249767303467,-83.47024536132812,56.987369537353516,-32.44940948486328,-3.2407920360565186,0.020975999534130096,-0.20346400141716003,-3.388000011444092
13.460561752319336,-86.209716796875,45.09799575805664,-48.037696838378906,-2.861475944519043,0.022724000737071037,-0.18066200613975525,-2.9855000972747803
18.85106658935547,-88.29046630859375,31.638717651367188,-65.63737487792969,-2.387768030166626,0.02621999941766262,-0.14733600616455078,-2.4779999256134033
24.01129722595215,-88.36365509033203,17.541015625,-81.24137878417969,-1.8301559686660767,0.033211998641490936,-0.11751800030469894,-1.8865000009536743
28.135295867919922,-85.35232543945312,3.9561479091644287,-92.42974853515625,-1.207867980003357,0.03670800104737282,-0.08243799954652786,-1.2232500314712524
31.694076538085938,-79.99885559082031,-9.241477966308594,-99.79961395263672,-0.5436279773712158,0.043699998408555984,-0.04385000094771385,-0.5092499852180481
34.73997116088867,-72.14640045166016,-22.449569702148438,-103.80668640136719,0.14857999980449677,0.05243999883532524,-0.003507999936118722,0.2292499989271164
36.64496612548828,-62.45368957519531,-35.31228256225586,-106.05378723144531,0.8425359725952148,0.0611799992620945,0.040341999381780624,0.9695000052452087
37.53466033935547,-51.83039093017578,-47.20166015625,-106.66663360595703,1.5225080251693726,0.0611799992620945,0.08243799954652786,1.6957499980926514
37.88007354736328,-39.826904296875,-58.25375747680664,-104.45095825195312,2.1832520961761475,0.0611799992620945,0.12804199755191803,2.4010000228881836
37.08457946777344,-27.164688110351562,-67.38011169433594,-99.68961334228516,2.8090360164642334,0.06292799860239029,0.1631219983100891,3.065999984741211
35.556400299072266,-14.06332015991211,-75.54358673095703,-93.7340087890625,3.3876240253448486,0.059431999921798706,0.19644799828529358,3.678499937057495
33.295528411865234,-1.0874240398406982,-81.86505126953125,-86.09700775146484,3.910275936126709,0.04894400015473366,0.23152799904346466,4.2210001945495605
29.956554412841797,12.683128356933594,-85.86306762695312,-74.92435455322266,4.359511852264404,0.0402039997279644,0.25257599353790283,4.6882500648498535
25.8430233001709,26.11908721923828,-87.21318054199219,-61.096031188964844,4.721347808837891,0.029715999960899353,0.26836198568344116,5.053999900817871
21.18520736694336,39.40866470336914,-86.5956802368164,-45.02061080932617,4.981800079345703,0.020975999534130096,0.2753779888153076,5.3182501792907715
15.878438949584961,52.93872833251953,-84.65947723388672,-27.405216217041016,5.130380153656006,0.01398400031030178,0.2771320044994354,5.463500022888184
10.289060592651367,64.1475601196289,-80.73472595214844,-10.826946258544922,5.1635918617248535,0.010487999767065048,0.2753779888153076,5.491499900817871
4.689216136932373,72.98287963867188,-74.10974884033203,6.269886016845703,5.08493185043335,0.00699200015515089,0.2648540139198303,5.4004998207092285
-1.1827709674835205,79.99885559082031,-66.11372375488281,22.062456130981445,4.890903949737549,0.005243999883532524,0.24731400609016418,5.186999797821045
-6.772149085998535,85.10138702392578,-56.19195556640625,38.4050178527832,4.586751937866211,0.005243999883532524,0.22977399826049805,4.8667497634887695
-12.15218734741211,88.5832290649414,-44.78401565551758,54.857574462890625,4.188208103179932,0.0017480000387877226,0.20521800220012665,4.441500186920166
-17.249616622924805,90.18299865722656,-31.774776458740234,71.34156036376953,3.7005159854888916,-0.0017480000387877226,0.1754000037908554,3.921750068664551
-22.45171546936035,89.95296478271484,-17.645675659179688,86.41128540039062,3.1271719932556152,-0.010487999767065048,0.14207400381565094,3.311000108718872
-26.61758041381836,87.18212890625,-4.081739902496338,97.91393280029297,2.48390793800354,-0.01398400031030178,0.10699400305747986,2.6267499923706055
-29.977487564086914,81.80774688720703,9.094953536987305,105.66093444824219,1.8004399538040161,-0.02447200007736683,0.06489799916744232,1.8917499780654907
