220kV I母电压_A相_1,220kV I母电压_B相_2,220kV I母电压_C相_3,220kV I母电压_3U0_4,220kV玉元线Ⅰ回_A相_13,220kV玉元线Ⅰ回_B相_14,220kV玉元线Ⅰ回_C相_15,220kV玉元线Ⅰ回_3I0_16
-54.62071228027344,-29.27688980102539,84.57121276855469,1.2621393203735352,-0.06486611813306808,0.26885461807250977,-0.14841103553771973,0.037089407444000244
-35.25300216674805,-49.93803787231445,85.40166473388672,0.4674590229988098,-0.12973223626613617,0.27812546491622925,-0.09275689721107483,0.018544703722000122
-13.584589004516602,-66.89930725097656,80.51238250732422,0.24931147694587708,-0.1575319916009903,0.27812546491622925,-0.018551379442214966,0.009272351861000061
8.711287498474121,-78.81999969482422,70.121337890625,0.2804754078388214,-0.2038649320602417,0.21322952210903168,0.06492982804775238,0.009272351861000061
29.658117294311523,-85.02458190917969,54.830631256103516,-0.7167704701423645,-0.22239810228347778,0.18541696667671204,0.13913534581661224,0.037089407444000244
49.93564987182617,-85.59619140625,35.532989501953125,-0.031163934618234634,-0.23166470229625702,0.13906273245811462,0.18551379442214966,0.055634111166000366
66.91899871826172,-80.69072723388672,13.899700164794922,0.2804754078388214,-0.21313151717185974,0.06489594280719757,0.2226165533065796,0.027817055583000183
78.90355682373047,-70.4225082397461,-8.335667610168457,0.3272213041782379,-0.19459834694862366,0.009270848706364632,0.2597193121910095,0.037089407444000244
84.791259765625,-54.83311080932617,-29.263072967529297,1.246557354927063,-0.14826540648937225,-0.07416678965091705,0.2875463664531708,0.037089407444000244
85.42918395996094,-35.06575393676758,-49.97248458862305,0.6856065392494202,-0.10193246603012085,-0.12979188561439514,0.30609774589538574,0.037089407444000244
80.34672546386719,-13.469240188598633,-66.75801086425781,0.26489344239234924,-0.009266587905585766,-0.17614611983299255,0.2782706916332245,0.046361759305000305
69.93082427978516,8.626133918762207,-78.57119750976562,0.15581966936588287,0.06486611813306808,-0.2039586752653122,0.24116793274879456,0.027817055583000183
54.453392028808594,29.48474884033203,-84.75806427001953,-1.15306556224823,0.1389988213777542,-0.24104206264019012,0.19478948414325714,0.037089407444000244
35.096134185791016,50.01078796386719,-85.61965942382812,-0.576532781124115,0.18533176183700562,-0.23177121579647064,0.14841103553771973,0.027817055583000183
13.406807899475098,66.89930725097656,-80.6161880493164,-0.24931147694587708,0.21313151717185974,-0.23177121579647064,0.08348120748996735,0.037089407444000244
-8.86815357208252,78.74724578857422,-70.121337890625,-0.15581966936588287,0.25946447253227234,-0.17614611983299255,0.009275689721107483,0.027817055583000183
-29.7940673828125,84.81671905517578,-54.7060661315918,0.7323524355888367,0.2687310576438904,-0.12979188561439514,-0.06492982804775238,0.009272351861000061
-50.10297393798828,85.33636474609375,-35.28385543823242,0.031163934618234634,0.2965308129787445,-0.09270848333835602,-0.13913534581661224,0.018544703722000122
-67.0235824584961,80.44129180908203,-13.525996208190918,-0.1402377039194107,0.25946447253227234,-0.027812546119093895,-0.1576867252588272,0.018544703722000122
-78.95584869384766,70.13150787353516,8.636707305908203,-0.3428032696247101,0.23166470229625702,0.06489594280719757,-0.18551379442214966,0.018544703722000122
-84.791259765625,54.510929107666016,29.5225887298584,-1.246557354927063,0.18533176183700562,0.1576044261455536,-0.23189224302768707,0.009272351861000061
1.317673683166504,50.08354187011719,63.78913879394531,197.09629821777344,-0.12973223626613617,0.12052103132009506,-0.3153734505176544,0.43580055236816406
-11.869521141052246,20.79625701904297,75.57118225097656,147.38983154296875,-1.695785641670227,-0.3708339333534241,-0.8255363702774048,2.994969606399536
-4.622315883636475,-2.1617298126220703,84.7892074584961,133.9581756591797,-2.2425143718719482,-1.1403143405914307,-1.6232457160949707,5.201789379119873
-7.895584583282471,-17.834272384643555,91.98300170898438,115.3221435546875,-3.391571283340454,-1.5667734146118164,-2.040651798248291,7.186072826385498
-3.4405925273895264,-47.70355987548828,90.52971649169922,68.54507446289062,-4.077298641204834,-1.9005240201950073,-2.356025218963623,8.530563354492188
-4.05759859085083,-72.1165542602539,76.57810974121094,1.1219016313552856,-4.169964790344238,-2.141566038131714,-2.513711929321289,8.97563648223877
-3.1791493892669678,-76.6063003540039,69.93448638916016,-16.532466888427734,-4.142164707183838,-2.0952117443084717,-2.3745765686035156,8.780917167663574
-0.627463698387146,-90.05475616455078,50.46037673950195,-68.77880096435547,-3.6232359409332275,-1.9746907949447632,-2.105581521987915,7.853682041168213
0.0,-95.84362030029297,26.055450439453125,-120.35511779785156,-2.8448424339294434,-1.6316694021224976,-1.6232457160949707,6.286654472351074
1.3804200887680054,-85.23243713378906,8.024248123168945,-130.7327117919922,-1.8996505737304688,-1.131043553352356,-1.0017744302749634,4.2096476554870605
3.806612968444824,-80.80504608154297,-18.69556427001953,-165.3558349609375,-0.7042607069015503,-0.48208412528038025,-0.2782706916332245,1.6597509384155273
4.894216537475586,-66.09905242919922,-41.28387451171875,-177.18255615234375,0.593061625957489,0.18541696667671204,0.4823358654975891,-1.0755928754806519
5.824954509735107,-42.69416427612305,-57.591888427734375,-163.2522735595703,1.7884514331817627,0.9178140163421631,1.3078722953796387,-3.8480260372161865
7.35178279876709,-24.66242790222168,-77.1490478515625,-163.36134338378906,2.9838414192199707,1.5482317209243774,2.0221004486083984,-6.462829113006592
7.205374717712402,-0.4261102080345154,-87.60237121582031,-139.7390899658203,4.132898330688477,2.141566038131714,2.643571615219116,-8.827279090881348
6.807981014251709,24.464962005615234,-89.13870239257812,-99.86483001708984,4.957624435424805,2.614379405975342,3.1166317462921143,-10.653932571411133
6.5988264083862305,44.3778190612793,-89.94839477539062,-67.29851531982422,5.522886276245117,2.948129892349243,3.4320051670074463,-11.850066184997559
5.113829135894775,65.39232635498047,-81.33245086669922,-18.573705673217773,5.745284557342529,3.0871925354003906,3.5247621536254883,-12.341500282287598
3.702035665512085,81.07526397705078,-66.51924896240234,31.44441032409668,5.606285572052002,3.0501091480255127,3.4041781425476074,-12.063329696655273
2.447108268737793,88.91153717041016,-49.57801818847656,71.8796157836914,5.078090190887451,2.8461506366729736,3.079529047012329,-11.043371200561523
0.7424986958503723,93.19342041015625,-27.332271575927734,114.71444702148438,4.253363609313965,2.4938583374023438,2.606468915939331,-9.383620262145996
-0.7111254930496216,89.9508285522461,-1.1730142831802368,151.75277709960938,3.1969728469848633,1.9932324886322021,1.9386191368103027,-7.158255577087402
-1.9660528898239136,79.57868194580078,14.397972106933594,158.328369140625,1.9923163652420044,1.3350021839141846,1.1780126094818115,-4.52490758895874
-3.471965789794922,65.50665283203125,40.38075637817383,176.59043884277344,0.6764609217643738,0.5747926235198975,0.3339248299598694,-1.6597509384155273
-5.270694732666016,45.60418701171875,64.03827667236328,179.9249725341797,-0.6023282408714294,-0.13906273245811462,-0.4823358654975891,1.2332228422164917
-5.898158550262451,23.14505958557129,73.28743743896484,156.03782653808594,-1.8069846630096436,-0.8251055479049683,-1.2614938020706177,3.9036600589752197
-6.2328057289123535,-0.291002094745636,87.9864501953125,140.4870147705078,-2.8726422786712646,-1.4184398651123047,-1.9107921123504639,6.2773823738098145
-6.170059680938721,-22.272052764892578,92.38784790039062,110.49172973632812,-3.762234687805176,-1.8819823265075684,-2.420954942703247,8.159669876098633
-5.573968887329102,-45.718509674072266,87.34284973144531,62.43694305419922,-4.36456298828125,-2.187920331954956,-2.7085013389587402,9.42998218536377
-4.601400375366211,-65.73529815673828,83.02449798583984,22.297794342041016,-4.6425604820251465,-2.354795455932617,-2.829085350036621,9.967778205871582
-3.51379656791687,-79.44357299804688,68.55386352539062,-24.432525634765625,-4.5313615798950195,-2.3362538814544678,-2.7085013389587402,9.75451374053955
-1.9765106439590454,-89.4727554321289,49.36002731323242,-72.25358581542969,-4.068032264709473,-2.141566038131714,-2.420954942703247,8.827279090881348
-0.3869359493255615,-92.29962921142578,29.58487319946289,-108.62189483642578,-3.2896387577056885,-1.7985446453094482,-1.947894811630249,7.2231621742248535
1.2235541343688965,-88.58935546875,4.619392395019531,-142.74639892578125,-2.279580593109131,-1.2793771028518677,-1.2985965013504028,5.062704086303711
2.6667206287384033,-80.09832763671875,-18.238815307617188,-165.3402557373047,-1.0749242305755615,-0.6489593982696533,-0.556541383266449,2.4757180213928223
5.009251594543457,-64.60246276855469,-39.09355545043945,-170.4667205810547,0.16679857671260834,0.07416678965091705,0.2689949870109558,-0.3059876263141632
6.410587310791016,-45.01179122924805,-60.965599060058594,-172.19631958007812,1.4363211393356323,0.7602096199989319,1.085255742073059,-3.087693214416504
6.692945957183838,-23.14505958557129,-74.80301666259766,-157.798583984375,2.594644546508789,1.4277106523513794,1.8458622694015503,-5.7581305503845215
7.142628192901611,0.779469907283783,-85.78575134277344,-134.5658721923828,3.613969326019287,2.0117740631103516,2.48588490486145,-8.057673454284668
7.289036273956299,23.29056167602539,-90.86189270019531,-104.1031265258789,4.447962284088135,2.4753165245056152,2.977496385574341,-9.884326934814453
6.400129795074463,45.905582427978516,-87.85150146484375,-61.361785888671875,5.003957271575928,2.781254529953003,3.292869806289673,-11.061915397644043
5.490307331085205,65.58979797363281,-80.77189636230469,-16.766197204589844,5.263422012329102,2.901775598526001,3.357799768447876,-11.516261100769043
4.277210712432861,79.64103698730469,-67.81683349609375,27.720319747924805,5.161489486694336,2.855421304702759,3.2464914321899414,-11.284452438354492
2.447108268737793,88.8907470703125,-49.37040710449219,72.30033111572266,4.744493007659912,2.6421918869018555,2.9311180114746094,-10.329400062561035
1.0457727909088135,92.18531036376953,-27.986251831054688,112.37715148925781,3.9568331241607666,2.262087106704712,2.4395062923431396,-8.697465896606445
-0.5960904955863953,88.97389221191406,-4.121120929718018,145.03695678710938,2.9375083446502686,1.733648657798767,1.7809324264526367,-6.462829113006592
-2.1752073764801025,79.90086364746094,19.37030601501465,167.2724151611328,1.7143187522888184,1.075418472290039,1.0296015739440918,-3.8387537002563477
-3.775239944458008,64.74797058105469,40.868648529052734,175.49969482421875,0.39846327900886536,0.3708339333534241,0.20406517386436462,-0.9828693270683289
-5.427560806274414,45.00139617919922,60.9136962890625,173.19357299804688,-0.871059238910675,-0.3430213928222656,-0.6400225758552551,1.8266533613204956
-6.10731315612793,22.87484359741211,75.7476577758789,159.54376220703125,-2.0664491653442383,-1.0012516975402832,-1.4099048376083374,4.52490758895874
-6.10731315612793,-1.5069751739501953,86.50202178955078,136.06173706054688,-3.0857737064361572,-1.6223984956741333,-2.06847882270813,6.8615403175354
-6.264179229736328,-22.45912742614746,90.71656799316406,107.12602233886719,-3.9382998943328857,-2.0766701698303223,-2.5879173278808594,8.697465896606445
-5.511222839355469,-46.113441467285156,88.67157745361328,64.22886657714844,-4.4850287437438965,-2.38260817527771,-2.921842336654663,9.939961433410645
