220kV II母电压_A_5,220kV II母电压_B_6,220kV II母电压_C_7,220kV II母电压_N_8,220kV七东II回265_A_37,220kV七东II回265_B_38,220kV七东II回265_C_39,220kV七东II回265_N_40
0.10481999814510345,-73.25838470458984,73.68858337402344,-0.42360299825668335,0.2537209987640381,1.442430019378662,-1.7794979810714722,0.04377499967813492
13.479851722717285,-80.22541046142578,67.13545227050781,-0.17257900536060333,-0.043744999915361404,1.6260119676589966,-1.6655399799346924,0.05253000184893608
25.96391487121582,-83.66707611083984,57.84574508666992,0.3294689953327179,-0.3674579858779907,1.7658840417861938,-1.5077519416809082,0.05253000184893608
37.661827087402344,-83.92860412597656,46.480003356933594,0.0627560019493103,-0.6211789846420288,1.8795299530029297,-1.3324320316314697,0.061285000294446945
48.75178146362305,-83.0289535522461,34.42225646972656,0.0627560019493103,-0.8748999834060669,1.8882720470428467,-1.0957499742507935,0.05253000184893608
59.128963470458984,-80.76937866210938,21.924135208129883,-0.09413400292396545,-1.137369990348816,1.9232399463653564,-0.8415359854698181,0.05253000184893608
68.02818298339844,-77.0661849975586,9.216315269470215,-0.04706700146198273,-1.382341980934143,1.835819959640503,-0.5434920191764832,0.04377499967813492
75.54377746582031,-71.75199890136719,-3.816540002822876,0.03137800097465515,-1.5660710334777832,1.739657998085022,-0.2366819977760315,0.04377499967813492
81.60237121582031,-64.31422424316406,-17.04861068725586,-0.3922249972820282,-1.7410509586334229,1.6172699928283691,0.07012800127267838,0.035020001232624054
83.79310607910156,-54.208900451660156,-29.253150939941406,-0.48635900020599365,-1.8635369539260864,1.4511719942092896,0.3506399989128113,0.035020001232624054
83.66732025146484,-42.46120071411133,-40.98586654663086,-0.1882680058479309,-1.924780011177063,1.2501059770584106,0.6223859786987305,0.035020001232624054
82.48285675048828,-30.263673782348633,-52.26772689819336,0.14120100438594818,-1.933529019355774,0.9965879917144775,0.8678339719772339,0.017510000616312027
67.78709411621094,-21.235830307006836,-65.5102767944336,32.99396514892578,-0.39370501041412354,0.7605540156364441,1.148345947265625,-1.5408799648284912
68.5103530883789,-3.922874927520752,-70.39629364013672,11.264701843261719,0.1487330049276352,0.340938001871109,1.2710700035095215,-1.75975501537323
65.38671875,8.870927810668945,-76.90747833251953,4.659633159637451,0.24497200548648834,0.12238799780607224,1.5428160429000854,-1.9348549842834473
63.007301330566406,23.244342803955078,-80.7344970703125,-10.276294708251953,0.17497999966144562,-0.227292001247406,1.6830719709396362,-1.6284300088882446
54.30724334716797,34.13424301147461,-85.01238250732422,-6.934537887573242,0.008748999796807766,-0.5507460236549377,1.7356679439544678,-1.1994349956512451
41.01606750488281,46.17485427856445,-83.59690856933594,-5.914752960205078,-0.18372899293899536,-0.7955219745635986,1.8320939540863037,-0.8404800295829773
25.293066024780273,54.763336181640625,-82.80004119873047,4.581188201904297,-0.37620699405670166,-1.0490399599075317,1.8408600091934204,-0.4114849865436554
14.087807655334473,64.99419403076172,-77.11717224121094,-4.314475059509277,-0.41995200514793396,-1.2413640022277832,1.875923991203308,-0.1926099956035614
3.9936420917510986,72.94454956054688,-73.56275939941406,-7.107117176055908,-0.39370501041412354,-1.4686559438705444,1.7619659900665283,0.0963049978017807
-9.664403915405273,80.39278411865234,-67.30321502685547,-6.479557037353516,-0.17497999966144562,-1.660979986190796,1.621709942817688,0.22763000428676605
-23.61594581604004,83.53108215332031,-58.13932418823242,-2.980910062789917,-0.18372899293899536,-1.7833679914474487,1.4902199506759644,0.49028000235557556
-36.89664077758789,83.12310791015625,-46.75261688232422,0.7060049772262573,-0.2537209987640381,-1.8707879781723022,1.3587299585342407,0.7616850137710571
-46.246585845947266,83.16494750976562,-33.92945861816406,-6.228532791137695,-0.3412109911441803,-1.9057559967041016,1.122048020362854,1.1293950080871582
-53.86699676513672,81.17736053466797,-22.123350143432617,-10.135093688964844,-0.4024539887905121,-1.9057559967041016,0.859067976474762,1.4358199834823608
-63.37417221069336,77.84030151367188,-9.1743745803833,-9.162376403808594,-0.5074419975280762,-1.8707879781723022,0.5434920191764832,1.7685099840164185
-73.54170989990234,71.18710327148438,3.722174882888794,-1.914057970046997,-0.5424379706382751,-1.7483999729156494,0.26298001408576965,1.9961400032043457
-81.14115905761719,63.04844665527344,16.702604293823242,2.149393081665039,-0.5511869788169861,-1.5735599994659424,-0.017532000318169594,2.1012001037597656
-83.01744079589844,53.84276580810547,28.833749771118164,-0.23533500730991364,-0.524940013885498,-1.4162039756774902,-0.29804399609565735,2.1887500286102295
-80.64850616455078,43.68513488769531,41.2899284362793,-7.860188961029053,-0.5949320197105408,-1.2151379585266113,-0.5697900056838989,2.337584972381592
-80.63802337646484,30.49381446838379,52.05802536010742,-3.153489112854004,-0.7261670231819153,-0.9703620076179504,-0.8240039944648743,2.4514000415802
-70.77446746826172,20.357105255126953,65.8248291015625,-24.349327087402344,-2.222245931625366,-0.6731340289115906,-1.0343879461288452,3.913485050201416
-70.05120849609375,5.084045886993408,70.40677642822266,-9.413399696350098,-2.659696102142334,-0.34968000650405884,-1.2535380125045776,4.237420082092285
-67.79757690429688,-8.97553825378418,76.27837371826172,0.7373830080032349,-2.668445110321045,-0.08742000162601471,-1.4726879596710205,4.228664875030518
-64.4118881225586,-21.92625617980957,80.59819793701172,10.935233116149902,-2.265990972518921,0.2535179853439331,-1.621709942817688,3.6508350372314453
-56.92774200439453,-34.29115676879883,84.18406677246094,13.319960594177246,-1.671059012413025,0.5594879984855652,-1.7356679439544678,2.8366200923919678
-44.85247802734375,-46.488685607910156,82.97828674316406,14.528014183044434,-1.1023739576339722,0.830489993095398,-1.797029972076416,2.074934959411621
-29.527793884277344,-55.88266372680664,81.74105834960938,6.463868141174316,-0.4287010133266449,1.0752660036087036,-1.8408600091934204,1.1731699705123901
-17.987112045288086,-64.75359344482422,77.47366333007812,9.789936065673828,0.06999199837446213,1.2501059770584106,-1.875923991203308,0.5165449976921082
-7.180170059204102,-72.56795501708984,73.56275939941406,11.986395835876465,0.524940013885498,1.4511719942092896,-1.7882640361785889,-0.22763000428676605
9.318497657775879,-78.91778564453125,68.32025909423828,3.0593550205230713,0.30621498823165894,1.660979986190796,-1.6655399799346924,-0.32393500208854675
22.305696487426758,-83.78215026855469,57.782833099365234,5.930441856384277,0.39370501041412354,1.8095940351486206,-1.516517996788025,-0.6916450262069702
35.19855499267578,-83.39508819580078,46.354183197021484,3.21624493598938,0.6736729741096497,1.84456205368042,-1.3937939405441284,-1.1556600332260132
43.86716842651367,-82.92434692382812,34.212554931640625,9.287887573242188,0.9186450242996216,1.8795299530029297,-1.1395800113677979,-1.6722049713134766
51.5190315246582,-80.88445281982422,22.32256507873535,13.476851463317871,1.2773540019989014,1.8882720470428467,-0.9028980135917664,-2.2762999534606934
60.575477600097656,-78.19597625732422,9.02758502960205,14.794727325439453,1.6360629796981812,1.8270779848098755,-0.5873219966888428,-2.8891499042510986
72.05326843261719,-70.91511535644531,-3.271320104598999,3.1848669052124023,1.8022940158843994,1.71343195438385,-0.3155759871006012,-3.2218399047851562
77.57728576660156,-63.707489013671875,-17.21636962890625,5.569594860076904,2.274739980697632,1.5298500061035156,-0.05259599909186363,-3.790915012359619
79.46404266357422,-53.926456451416016,-28.865205764770508,6.510934829711914,2.6159510612487793,1.363752007484436,0.22791600227355957,-4.193645000457764
78.37391662597656,-43.67467498779297,-41.122169494628906,11.62554931640625,2.8696720600128174,1.1626859903335571,0.5084279775619507,-4.561355113983154
