220kV一组母线_A_1,220kV一组母线_B_2,220kV一组母线_C_3,220kV一组母线_N_4,220kV博南I回线283间隔_A_17,220kV博南I回线283间隔_B_18,220kV博南I回线283间隔_C_19,220kV博南I回线283间隔_N_20
5.915266036987305,-64.14177703857422,84.47444152832031,44.385154724121094,-0.09482400119304657,0.06879600137472153,-0.14247900247573853,-0.16572199761867523
-14.788165092468262,-80.79476928710938,72.23056030273438,-40.8041877746582,-0.12994399666786194,0.0723240002989769,-0.12488900125026703,-0.1851149946451187
-2.821769952774048,-78.0628890991211,71.40524291992188,-16.52271270751953,-0.07902000099420547,0.08996400237083435,-0.10202199965715408,-0.08638700097799301
13.920731544494629,-79.38172912597656,60.65528106689453,-8.559769630432129,-0.0913119986653328,0.10231199860572815,-0.07563699781894684,-0.06523100286722183
19.574722290039062,-89.52425384521484,40.05379867553711,-51.98685836791992,-0.0228279996663332,0.14112000167369843,-0.015830999240279198,0.0969650000333786
32.65937423706055,-87.6087875366211,28.562097549438477,-45.81440353393555,0.03511999920010567,0.14641200006008148,0.010553999803960323,0.1904039978981018
22.082963943481445,-83.17078399658203,16.213743209838867,-77.88605499267578,0.13872399926185608,0.16052399575710297,0.04925199970602989,0.34378498792648315
32.33539581298828,-73.07012939453125,9.235148429870605,-54.65687942504883,0.23705999553203583,0.18522000312805176,0.10202199965715408,0.5183219909667969
32.053218841552734,-64.89540100097656,-3.531085968017578,-63.138118743896484,0.3283720016479492,0.20638799667358398,0.16006900370121002,0.6893330216407776
36.10820388793945,-59.1385498046875,-20.956682205200195,-76.37828063964844,0.4565599858760834,0.22050000727176666,0.2022850066423416,0.8779739737510681
37.42502975463867,-50.9533576965332,-34.30794906616211,-83.0376205444336,0.5619199872016907,0.23814000189304352,0.2620910108089447,1.064851999282837
34.07025909423828,-38.110347747802734,-43.031192779541016,-81.6554946899414,0.6830840110778809,0.26460000872612,0.32365599274635315,1.2781749963760376
40.424468994140625,-22.556385040283203,-49.46654510498047,-54.829647064208984,0.7972239851951599,0.2734200060367584,0.36939001083374023,1.45094895362854
37.82217025756836,-11.25202465057373,-63.59088897705078,-64.30036163330078,0.9078519940376282,0.28224000334739685,0.41512399911880493,1.6166709661483765
37.97893524169922,1.580517053604126,-74.12146759033203,-59.96550750732422,1.013211965560913,0.2910600006580353,0.4590989947319031,1.7806299924850464
34.33153533935547,15.512093544006348,-79.02111053466797,-50.62043762207031,1.1010119915008545,0.3016439974308014,0.4925200045108795,1.9110920429229736
29.86895751953125,29.39133644104004,-79.3136215209961,-34.75737762451172,1.1870559453964233,0.29635199904441833,0.5136280059814453,2.015109062194824
27.977327346801758,42.04594039916992,-80.12848663330078,-17.512189865112305,1.2414920330047607,0.29458799958229065,0.5347359776496887,2.0873920917510986
21.675373077392578,52.1465950012207,-82.82381439208984,-15.564645767211914,1.2783679962158203,0.2875320017337799,0.5435310006141663,2.1279408931732178
17.474071502685547,63.57655715942383,-82.37459564208984,-2.214545965194702,1.3029520511627197,0.2751840054988861,0.5417720079421997,2.13675594329834
10.565960884094238,72.18043518066406,-77.76747131347656,8.732536315917969,1.3011959791183472,0.2522520124912262,0.5277000069618225,2.1050219535827637
5.821207046508789,78.50250244140625,-69.40986633300781,25.946311950683594,1.2871479988098145,0.23637600243091583,0.5118690133094788,2.0538949966430664
1.5571990013122559,83.85113525390625,-61.480594635009766,41.605194091796875,1.2432479858398438,0.21167999505996704,0.4784480035305023,1.9604560136795044
-5.131441116333008,86.44695281982422,-54.25127029418945,46.960941314697266,1.1835440397262573,0.18345600366592407,0.4344730079174042,1.8317569494247437
-9.113271713256836,88.24727630615234,-43.43862533569336,61.91305160522461,1.1027679443359375,0.15346799790859222,0.39049801230430603,1.6748499870300293
-15.969127655029297,86.9912338256836,-30.33808708190918,70.56705474853516,1.000920057296753,0.12700800597667694,0.33069199323654175,1.4914979934692383
-19.417957305908203,84.12327575683594,-15.660053253173828,85.07939910888672,0.8902919888496399,0.09172800183296204,0.2656089961528778,1.2781749963760376
-24.737516403198242,78.70137023925781,-3.322145938873291,87.79653930664062,0.755079984664917,0.0599760003387928,0.19700799882411957,1.0436960458755493
-28.458072662353516,71.58381652832031,8.785926818847656,90.0110855102539,0.6146000027656555,0.031752001494169235,0.12840700149536133,0.8092169761657715
-31.01856803894043,62.718265533447266,22.39836883544922,93.78052520751953,0.4635840058326721,0.0,0.05804700031876564,0.5553449988365173
-33.30733871459961,51.66511154174805,35.46756362915039,93.35646057128906,0.3160800039768219,-0.03351600095629692,-0.012312999926507473,0.3014729917049408
-34.216575622558594,38.93724060058594,47.32490921020508,90.30950164794922,0.1650640070438385,-0.06526800245046616,-0.07915499806404114,0.05641600117087364
-36.463539123535156,26.0523624420166,57.33313751220703,81.38848876953125,0.028095999732613564,-0.09172800183296204,-0.14071999490261078,-0.16748499870300293
-36.01414489746094,13.010480880737305,66.50559997558594,75.46733093261719,-0.09657999873161316,-0.11642400175333023,-0.19700799882411957,-0.3808079957962036
-34.456947326660156,-0.031401000916957855,74.98856353759766,70.20581817626953,-0.21598799526691437,-0.14112000167369843,-0.2480189949274063,-0.5765010118484497
-31.69788360595703,-12.497597694396973,80.57771301269531,63.075294494628906,-0.32310399413108826,-0.15346799790859222,-0.2937529981136322,-0.7386969923973083
-27.914621353149414,-25.047531127929688,83.73270416259766,53.27475357055664,-0.41441598534584045,-0.16052399575710297,-0.33421000838279724,-0.8850259780883789
-25.333223342895508,-38.00567626953125,85.03858184814453,37.52163314819336,-0.48816800117492676,-0.1675799936056137,-0.36587199568748474,-0.9960950016975403
-20.640724182128906,-49.927589416503906,85.10126495361328,25.161012649536133,-0.5426040291786194,-0.17287200689315796,-0.38697999715805054,-1.0701409578323364
-15.875068664550781,-60.907474517822266,83.76404571533203,11.983677864074707,-0.5759680271148682,-0.16581599414348602,-0.39401599764823914,-1.1124529838562012
-10.32558822631836,-69.05079650878906,79.13602447509766,-0.5654159784317017,-0.5847480297088623,-0.1569959968328476,-0.39401599764823914,-1.1159789562225342
-5.330009937286377,-75.54033660888672,71.90670013427734,-15.737412452697754,-0.5812360048294067,-0.1428840011358261,-0.385221004486084,-1.0824819803237915
-0.5330010056495667,-81.04598236083984,64.43709564208984,-29.76287078857422,-0.5531399846076965,-0.12347999960184097,-0.3641130030155182,-1.0154880285263062
5.120989799499512,-83.88253784179688,55.96458053588867,-39.657649993896484,-0.505728006362915,-0.10231199860572815,-0.3324509859085083,-0.9149969816207886
10.283783912658691,-85.36885070800781,45.810096740722656,-50.99738311767578,-0.4354879856109619,-0.0723240002989769,-0.28847599029541016,-0.7810090184211731
15.666049003601074,-84.35355377197266,33.25279998779297,-61.56752014160156,-0.35295599699020386,-0.051155999302864075,-0.24626000225543976,-0.6311540007591248
20.243587493896484,-80.60636901855469,18.82549476623535,-72.1219482421875,-0.2528640031814575,-0.02293200045824051,-0.19524900615215302,-0.44780200719833374
24.69571304321289,-75.26819610595703,5.536910057067871,-78.21588134765625,-0.1369680017232895,0.0017640000442042947,-0.13896100223064423,-0.24858300387859344
28.67754364013672,-67.78429412841797,-6.821890830993652,-79.73936462402344,-0.012292000465095043,0.031752001494169235,-0.07739599794149399,-0.035259999334812164
32.46080780029297,-59.274620056152344,-18.86728286743164,-79.29959106445312,0.11765199899673462,0.061739999800920486,-0.015830999240279198,0.18335199356079102
34.268829345703125,-49.624046325683594,-30.870885848999023,-80.25765991210938,0.2405720055103302,0.08114399760961533,0.04925199970602989,0.3984380066394806
35.115360260009766,-38.47669219970703,-42.58197021484375,-79.7707748413086,0.37051600217819214,0.09878399968147278,0.11961200088262558,0.6135240197181702
35.37663650512695,-26.5443115234375,-52.89316177368164,-76.5196304321289,0.4934360086917877,0.11289600282907486,0.18117700517177582,0.8162689805030823
34.8749885559082,-12.60226821899414,-63.005855560302734,-70.75553131103516,0.6128439903259277,0.12700800597667694,0.2374649941921234,1.0084359645843506
34.25837707519531,1.622385025024414,-72.27234649658203,-63.21664810180664,0.7252280116081238,0.13935600221157074,0.2867169976234436,1.179447054862976
31.66653060913086,14.62239933013916,-78.20624542236328,-55.363651275634766,0.8288319706916809,0.14641200006008148,0.3254149854183197,1.331065058708191
28.34311294555664,27.465408325195312,-81.18363952636719,-44.02391815185547,0.9166319966316223,0.15170399844646454,0.35531800985336304,1.452712059020996
24.476242065429688,39.324520111083984,-82.70890045166016,-32.79412841796875,0.9833599925041199,0.14993999898433685,0.37994399666786194,1.546151041984558
20.609371185302734,50.6602783203125,-82.78202819824219,-19.89950180053711,1.0290160179138184,0.14641200006008148,0.3957749903202057,1.6043299436569214
16.355815887451172,61.744834899902344,-81.8626937866211,-6.4237542152404785,1.0623799562454224,0.13406400382518768,0.4045700132846832,1.6325379610061646
10.963098526000977,70.36964416503906,-77.9241714477539,5.999691963195801,1.074671983718872,0.11642400175333023,0.3957749903202057,1.618433952331543
5.424068927764893,77.06851959228516,-70.96646881103516,20.072267532348633,1.064136028289795,0.09878399968147278,0.3817029893398285,1.5778850317001343
0.2508240044116974,82.34388732910156,-63.423736572265625,33.31242752075195,1.032528042793274,0.07761599868535995,0.3535589873790741,1.4985500574111938
-4.838812828063965,85.55725860595703,-54.648258209228516,45.280399322509766,0.9833599925041199,0.051155999302864075,0.314860999584198,1.3839550018310547
-10.043411254882812,87.35758209228516,-44.3161735534668,57.232662200927734,0.9113640189170837,0.021167999133467674,0.27088600397109985,1.241152048110962
-15.467479705810547,86.09107208251953,-31.94692611694336,67.080322265625,0.8235639929771423,-0.0052919997833669186,0.21635699272155762,1.0701409578323364
-20.274940490722656,82.46949005126953,-18.25090980529785,76.2212142944336,0.7146919965744019,-0.031752001494169235,0.15303300321102142,0.8709220290184021
-24.559850692749023,77.79074096679688,-5.432439804077148,82.89627075195312,0.5935279726982117,-0.06350400298833847,0.09146799892187119,0.6540729999542236
-28.134092330932617,70.75691986083984,7.448710918426514,86.88558959960938,0.46007201075553894,-0.09172800183296204,0.021107999607920647,0.42840901017189026
-31.394804000854492,61.650630950927734,20.98802375793457,88.92737579345703,0.32134801149368286,-0.11818800121545792,-0.04925199970602989,0.1886409968137741
-33.558162689208984,50.639347076416016,33.66023254394531,88.06354522705078,0.17735600471496582,-0.14641200006008148,-0.11609400063753128,-0.04936400055885315
-35.1676139831543,37.67073440551758,45.517578125,83.3360366821289,0.04214400053024292,-0.17463600635528564,-0.18293599784374237,-0.2785539925098419
-35.449790954589844,25.434810638427734,55.860107421875,79.51947784423828,-0.0895560011267662,-0.20109599828720093,-0.2409829944372177,-0.4989289939403534
-35.18851852416992,11.021751403808594,64.79229736328125,70.37858581542969,-0.21598799526691437,-0.22402800619602203,-0.2972710132598877,-0.7069630026817322
-33.23418045043945,-2.9935619831085205,73.3274917602539,64.28466033935547,-0.330128014087677,-0.2416680008172989,-0.34828200936317444,-0.8885520100593567
-30.955862045288086,-12.07891845703125,78.9897689819336,62.33711242675781,-0.4337320029735565,-0.2522520124912262,-0.39049801230430603,-1.0507479906082153
-28.19679832458496,-21.6038875579834,82.13431549072266,55.99188995361328,-0.5250440239906311,-0.25754401087760925,-0.42919600009918213,-1.1812100410461426
-25.103302001953125,-36.226287841796875,83.6700210571289,38.66817092895508,-0.6005520224571228,-0.25754401087760925,-0.46085798740386963,-1.2905160188674927
-20.734783172607422,-51.80118179321289,83.50286865234375,18.894317626953125,-0.6532319784164429,-0.24872399866580963,-0.4784480035305023,-1.3592729568481445
-15.216655731201172,-62.917137145996094,82.4372787475586,7.287583827972412,-0.6901080012321472,-0.2399040013551712,-0.489001989364624,-1.3945330381393433
-9.865743637084961,-68.97753143310547,78.36294555664062,-0.9737719893455505,-0.7006440162658691,-0.2275560051202774,-0.4854840040206909,-1.3910069465637207
-4.964224815368652,-75.20539855957031,71.22764587402344,-15.658882141113281,-0.6936200261116028,-0.20991599559783936,-0.4714120030403137,-1.3522210121154785
