220kV Ⅱ母电压_A相_5,220kV Ⅱ母电压_B相_6,220kV Ⅱ母电压_C相_7,220kV Ⅱ母电压_3U0_8,木景线261_A相_9,木景线261_B相_10,木景线261_C相_11,木景线261_3I0_12
-60.51712417602539,74.5764389038086,-13.265838623046875,3.0059287548065186,-3.4479780197143555,-0.2977568805217743,-0.09295673668384552,2.511798858642578
-67.24932861328125,64.78042602539062,14.263113975524902,21.789091110229492,-5.195201396942139,-0.1674882471561432,0.05577404424548149,3.9537575244903564
-74.21009826660156,46.611576080322266,34.572208404541016,13.612340927124023,-7.016774654388428,-0.2140127569437027,0.11154808849096298,5.6748046875
-72.63093566894531,25.949567794799805,53.780147552490234,13.752513885498047,-8.717529296875,-0.18609805405139923,0.19520916044712067,7.293519496917725
-67.22855377197266,6.232882499694824,69.22752380371094,15.590335845947266,-10.232409477233887,-0.13957354426383972,0.2602788805961609,8.670357704162598
-56.09132385253906,-15.343279838562012,78.87824249267578,13.9082612991333,-11.384833335876465,-0.1302686333656311,0.3439399302005768,9.777409553527832
-42.63730239868164,-36.722068786621094,83.08549499511719,7.475884914398193,-12.081864356994629,-0.1674882471561432,0.3532356023788452,10.503040313720703
-26.36780548095703,-56.07516860961914,83.67762756347656,3.099377393722534,-12.332795143127441,-0.13957354426383972,0.3439399302005768,10.744917869567871
-8.467203140258789,-69.08111572265625,77.79785919189453,1.0902332067489624,-12.044689178466797,-0.18609805405139923,0.3253485858440399,10.47513198852539
9.516512870788574,-80.7054443359375,66.5577392578125,-7.055366516113281,-11.26401424407959,-0.23262256383895874,0.2881658971309662,9.740198135375977
26.440528869628906,-85.76446533203125,49.37551498413086,-16.742868423461914,-9.935009956359863,-0.2605372667312622,0.24168752133846283,8.586630821228027
42.948978424072266,-82.33638000488281,29.762434005737305,-16.10430335998535,-8.187786102294922,-0.31636667251586914,0.1487307846546173,6.995824813842773
56.35105514526367,-76.16582489013672,9.152078628540039,-17.833101272583008,-6.189631938934326,-0.31636667251586914,0.027887022122740746,5.107324600219727
64.56891632080078,-65.47643280029297,-13.286615371704102,-24.26547622680664,-3.9126651287078857,-0.437330424785614,-0.12084376066923141,3.042067527770996
68.257080078125,-47.3387451171875,-34.873470306396484,-23.486738204956055,-1.6264047622680664,-0.44663530588150024,-0.25098320841789246,0.9395988583564758
68.80770874023438,-26.105390548706055,-53.99829864501953,-18.70528793334961,0.5576245188713074,-0.5210745334625244,-0.39041832089424133,-1.09774911403656
63.98712158203125,-6.554914951324463,-69.24829864501953,-19.857820510864258,2.43496036529541,-0.5303794145584106,-0.4647836983203888,-2.8001906871795654
53.639469146728516,14.24213695526123,-79.5430908203125,-19.00120735168457,3.9591338634490967,-0.5582941770553589,-0.5298534035682678,-4.223543167114258
40.53868103027344,36.37925720214844,-84.39441680908203,-11.696645736694336,5.018620491027832,-0.5769039392471313,-0.6042187809944153,-5.209656715393066
24.186071395874023,55.4622688293457,-84.10354614257812,-6.261054039001465,5.520482540130615,-0.5675990581512451,-0.6042187809944153,-5.712016582489014
6.3685832023620605,68.14618682861328,-78.60814666748047,-5.24869441986084,5.49260139465332,-0.5675990581512451,-0.6135144829750061,-5.721319675445557
-11.345012664794922,80.24836730957031,-67.14986419677734,4.765876770019531,4.944270610809326,-0.49315983057022095,-0.5949231386184692,-5.191051006317139
-28.653430938720703,85.84757232666016,-49.55211639404297,14.951769828796387,3.847609043121338,-0.437330424785614,-0.5298534035682678,-4.214240550994873
-45.224212646484375,81.78581237792969,-30.11563491821289,12.740154266357422,2.3234353065490723,-0.37219610810279846,-0.41830533742904663,-2.8094935417175293
-58.47045135498047,75.178955078125,-9.796152114868164,13.814812660217285,0.4646870791912079,-0.37219610810279846,-0.2881658971309662,-1.1721727848052979
-67.05193328857422,65.38294219970703,12.923025131225586,21.134950637817383,-1.514879822731018,-0.344281405210495,-0.19520916044712067,0.6698130369186401
-71.2283935546875,47.39068603515625,34.38521957397461,19.702072143554688,-3.5037405490875244,-0.27914708852767944,-0.06506972014904022,2.521101951599121
-71.09333801269531,25.62753677368164,53.28150939941406,14.936195373535156,-5.446132659912109,-0.2512323558330536,0.07436539232730865,4.325875759124756
-65.84678649902344,6.357540130615234,68.54190063476562,17.39700698852539,-7.1840620040893555,-0.24192745983600616,0.15802645683288574,5.925984859466553
-56.03937530517578,-13.74350643157959,78.91979217529297,17.194536209106445,-8.578123092651367,-0.2140127569437027,0.21380050480365753,7.247004985809326
-43.43727111816406,-36.1922721862793,83.91655731201172,8.581692695617676,-9.535378456115723,-0.22331765294075012,0.2695745527744293,8.093574523925781
-26.83531951904297,-55.81546401977539,83.73995971679688,2.912480354309082,-9.962890625,-0.24192745983600616,0.2881658971309662,8.51220703125
-8.52953815460205,-68.33316802978516,78.26533508300781,3.2395501136779785,-9.832778930664062,-0.2605372667312622,0.2602788805961609,8.437783241271973
8.861992835998535,-80.35224914550781,67.2641372680664,-6.634848117828369,-9.163629531860352,-0.2977568805217743,0.2602788805961609,7.861000061035156
25.879512786865234,-86.28387451171875,49.946868896484375,-17.537179946899414,-8.011204719543457,-0.32567158341407776,0.19520916044712067,6.781857013702393
42.710025787353516,-82.32598876953125,30.34417724609375,-15.574760437011719,-6.403388023376465,-0.437330424785614,0.07436539232730865,5.30268669128418
56.1744384765625,-75.58409118652344,10.01430606842041,-15.559185981750488,-4.442408561706543,-0.45594021677970886,-0.05577404424548149,3.5165183544158936
64.48580169677734,-65.74652099609375,-12.611376762390137,-23.93840789794922,-2.2955541610717773,-0.5117696523666382,-0.19520916044712067,1.5628970861434937
68.19474792480469,-47.74388122558594,-34.343666076660156,-23.595762252807617,-0.12081863731145859,-0.5210745334625244,-0.30675724148750305,-0.4279361069202423
68.65187072753906,-25.835298538208008,-53.39577865600586,-17.910974502563477,1.9609794616699219,-0.5769039392471313,-0.39971399307250977,-2.3536486625671387
63.48843765258789,-6.378316402435303,-68.73927307128906,-19.328277587890625,3.810434103012085,-0.6141235828399658,-0.5298534035682678,-4.074696063995361
53.639469146728516,13.525355339050293,-79.10678100585938,-19.62419891357422,5.2695512771606445,-0.6048186421394348,-0.6042187809944153,-5.451533794403076
40.97502899169922,35.8598518371582,-84.18665313720703,-11.60319709777832,6.291862964630127,-0.6141235828399658,-0.6692885160446167,-6.409738540649414
24.788644790649414,55.347999572753906,-84.04121398925781,-5.24869441986084,6.812312602996826,-0.6141235828399658,-0.6878798604011536,-6.884189605712891
6.721816062927246,67.91764831542969,-78.56658935546875,-5.24869441986084,6.756549835205078,-0.5489892363548279,-0.6692885160446167,-6.828371524810791
-11.022947311401367,79.83283996582031,-67.24336242675781,4.314208507537842,6.143163204193115,-0.5117696523666382,-0.632105827331543,-6.316709041595459
-28.206693649291992,85.59825897216797,-49.894927978515625,14.873896598815918,5.027914047241211,-0.5117696523666382,-0.5856274366378784,-5.3119893074035645
-44.673583984375,81.95201873779297,-30.51038932800293,13.565616607666016,3.4665656089782715,-0.40941572189331055,-0.511262059211731,-3.8607277870178223
-58.18994140625,75.32438659667969,-10.315566062927246,13.581191062927246,1.598523497581482,-0.3815009891986847,-0.3532356023788452,-2.1675894260406494
-66.65714263916016,65.58031463623047,12.403611183166504,21.10379981994629,-0.4646870791912079,-0.31636667251586914,-0.2045048326253891,-0.2790887653827667
-70.3660888671875,47.74388122558594,33.585323333740234,19.1881046295166,-2.509310245513916,-0.31636667251586914,-0.07436539232730865,1.590806007385254
-71.19722747802734,26.458587646484375,53.250343322753906,16.15102767944336,-4.535346031188965,-0.2512323558330536,0.0,3.4234888553619385
-65.92990112304688,6.4821977615356445,68.13675689697266,16.431371688842773,-6.310450553894043,-0.24192745983600616,0.13013944029808044,5.079415321350098
-56.049766540527344,-13.42147445678711,78.81591033935547,17.147811889648438,-7.741686820983887,-0.22331765294075012,0.19520916044712067,6.4283447265625
-43.32299041748047,-35.849464416503906,83.70879364013672,9.048935890197754,-8.726822853088379,-0.22331765294075012,0.2602788805961609,7.3214287757873535
-26.627534866333008,-55.3791618347168,83.68801879882812,3.6756434440612793,-9.17292308807373,-0.2512323558330536,0.2974615693092346,7.777273654937744
-8.404868125915527,-68.33316802978516,78.17183685302734,3.3485734462738037,-9.079985618591309,-0.27914708852767944,0.30675724148750305,7.684244155883789
9.038609504699707,-80.32108306884766,67.20181274414062,-6.463525772094727,-8.44801139831543,-0.36289119720458984,0.24168752133846283,7.088854789733887
26.263912200927734,-86.42930603027344,50.019588470458984,-17.16338539123535,-7.249118328094482,-0.3815009891986847,0.16732212901115417,6.0655293464660645
