1-220kVⅠ段母线电压Ua_1,2-220kVⅠ段母线电压Ub_2,3-220kVⅠ段母线电压Uc_3,4-220kVⅠ段母线电压3Uo_4,9-220kV普开Ⅱ线路电流Ia_9,10-220kV普开Ⅱ线路电流Ib_10,11-220kV普开Ⅱ线路电流Ic_11,12-220kV普开Ⅱ线路电流3Io_12
-33.68547821044922,-49.828739166259766,83.6885757446289,0.2535574734210968,-0.05744535103440285,-0.1579352170228958,0.21535584330558777,0.007192885968834162
-28.886886596679688,-53.854339599609375,82.86437225341797,0.22186279296875,-0.03590334206819534,-0.16511408984661102,0.21535584330558777,0.007192885968834162
-23.865842819213867,-57.59466552734375,81.62806701660156,0.2535574734210968,-0.021542005240917206,-0.17229296267032623,0.20817731320858002,0.0
-18.62234878540039,-61.49348068237305,80.2332534790039,0.2535574734210968,-0.007180668879300356,-0.17229296267032623,0.20099878311157227,0.007192885968834162
-13.41063404083252,-65.20211029052734,78.74334716796875,0.1584734171628952,-0.007180668879300356,-0.17947183549404144,0.18664173781871796,0.007192885968834162
-8.230696678161621,-68.59375762939453,76.96813201904297,0.22186279296875,0.007180668879300356,-0.17947183549404144,0.18664173781871796,0.0
-2.8600876331329346,-71.82691955566406,74.81251525878906,0.22186279296875,0.021542005240917206,-0.18665070831775665,0.18664173781871796,0.0
2.542300224304199,-74.74310302734375,72.21309661865234,0.0,0.03590334206819534,-0.19382958114147186,0.1794632077217102,0.007192885968834162
7.7540154457092285,-76.96194458007812,69.13817596435547,-0.1267787367105484,0.05026468262076378,-0.20100845396518707,0.17228467762470245,0.007192885968834162
12.870394706726074,-78.89550018310547,65.80965423583984,-0.3169468343257904,0.05744535103440285,-0.20818732678890228,0.15792761743068695,0.0
17.827880859375,-80.5120849609375,62.3226318359375,-0.5705043077468872,0.07180668413639069,-0.20818732678890228,0.1507490873336792,0.007192885968834162
22.9124813079834,-82.0335693359375,58.74050521850586,-0.6972830295562744,0.07898735255002975,-0.19382958114147186,0.12921351194381714,0.007192885968834162
28.060638427734375,-83.45996856689453,54.999881744384766,-0.66558837890625,0.09334868937730789,-0.19382958114147186,0.11485645174980164,0.007192885968834162
33.08168029785156,-84.25241088867188,50.910552978515625,-0.4437255859375,0.10052936524152756,-0.20100845396518707,0.10767792165279388,0.007192885968834162
37.84849548339844,-84.69617462158203,46.63102340698242,-0.3169468343257904,0.10771003365516663,-0.20100845396518707,0.10049939155578613,0.007192885968834162
42.55175018310547,-84.88636016845703,42.0978889465332,-0.3486415147781372,0.12925203144550323,-0.20100845396518707,0.08614233881235123,0.0
47.19144821166992,-84.50598907470703,37.184356689453125,-0.1584734171628952,0.1364327073097229,-0.20818732678890228,0.08614233881235123,0.0
51.449798583984375,-83.77693939208984,32.2391242980957,-0.0316946841776371,0.14361336827278137,-0.20818732678890228,0.06460675597190857,0.0
55.29502868652344,-82.66752624511719,27.42068862915039,0.1267787367105484,0.1579747051000595,-0.19382958114147186,0.04307116940617561,0.0
59.013145446777344,-81.39962005615234,22.285253524780273,-0.095084048807621,0.16515538096427917,-0.19382958114147186,0.03589263930916786,0.007192885968834162
62.76303482055664,-79.84642791748047,17.02301788330078,-0.0633893683552742,0.16515538096427917,-0.17229296267032623,0.02871411293745041,0.007192885968834162
66.44937133789062,-78.26155090332031,11.855881690979004,0.1267787367105484,0.16515538096427917,-0.16511408984661102,0.014357056468725204,0.0
69.91325378417969,-76.32798767089844,6.530245304107666,0.2852521538734436,0.17233604192733765,-0.16511408984661102,0.007178528234362602,0.007192885968834162
73.02757263183594,-74.1091537475586,1.172908067703247,0.22186279296875,0.1795167177915573,-0.1579352170228958,-0.007178528234362602,0.0
75.66520690917969,-71.44654846191406,-4.025928020477295,0.4120309054851532,0.18669737875461578,-0.1507563441991806,-0.02871411293745041,0.0
77.69905090332031,-68.30847930908203,-9.129663467407227,0.380336195230484,0.19387805461883545,-0.1435774713754654,-0.04307116940617561,0.007192885968834162
79.51043701171875,-65.01192474365234,-14.265098571777344,0.4754202663898468,0.19387805461883545,-0.136398583650589,-0.05742822587490082,0.007192885968834162
80.87692260742188,-61.334991455078125,-19.2103328704834,0.5705043077468872,0.19387805461883545,-0.11486197263002396,-0.07178527861833572,0.0
82.243408203125,-57.46787643432617,-24.409168243408203,0.6338936686515808,0.19387805461883545,-0.10768309980630875,-0.07896380871534348,0.0
83.64167785644531,-53.569061279296875,-29.576303482055664,0.8557564616203308,0.19387805461883545,-0.09332535415887833,-0.09332086890935898,0.007192885968834162
84.43614196777344,-49.4483642578125,-34.52153778076172,0.887451171875,0.19387805461883545,-0.08614648133516312,-0.10767792165279388,0.0
84.81748962402344,-45.042388916015625,-39.244869232177734,0.982535183429718,0.20105873048305511,-0.0789676085114479,-0.12203498184680939,-0.007192885968834162
84.69037628173828,-40.319435119628906,-43.90480422973633,0.887451171875,0.20105873048305511,-0.06460985541343689,-0.1363920420408249,0.0
84.15013885498047,-35.56478500366211,-48.216033935546875,0.6972830295562744,0.20105873048305511,-0.05743098631501198,-0.14357055723667145,0.0
83.48278045654297,-30.778438568115234,-52.43216323852539,0.4754202663898468,0.19387805461883545,-0.04307324066758156,-0.1507490873336792,-0.007192885968834162
82.27519226074219,-25.992090225219727,-56.04598617553711,0.3486415147781372,0.18669737875461578,-0.02153662033379078,-0.1651061475276947,0.0
81.09937286376953,-20.857067108154297,-60.008514404296875,0.2852521538734436,0.17233604192733765,-0.014357746578752995,-0.1651061475276947,-0.007192885968834162
79.54222106933594,-15.468462944030762,-63.844242095947266,0.3486415147781372,0.16515538096427917,-0.007178873289376497,-0.17228467762470245,0.0
77.76261138916016,-10.238347053527832,-67.17276763916016,0.5071149468421936,0.16515538096427917,0.007178873289376497,-0.1794632077217102,-0.007192885968834162
75.66520690917969,-4.976534366607666,-70.3744888305664,0.5071149468421936,0.1579747051000595,0.02153662033379078,-0.18664173781871796,-0.007192885968834162
73.4406967163086,0.44376736879348755,-73.60791015625,0.4120309054851532,0.1579747051000595,0.03589436784386635,-0.20099878311157227,0.0
70.19926452636719,5.737278461456299,-75.73182678222656,0.3486415147781372,0.1579747051000595,0.04307324066758156,-0.20099878311157227,-0.007192885968834162
66.73538208007812,10.96739387512207,-77.69723510742188,0.0316946841776371,0.14361336827278137,0.05743098631501198,-0.20817731320858002,0.0
63.23971939086914,16.039020538330078,-79.47245025634766,-0.380336195230484,0.12925203144550323,0.0789676085114479,-0.20817731320858002,-0.007192885968834162
59.712276458740234,21.047252655029297,-80.99405670166016,-0.4754202663898468,0.1148907020688057,0.08614648133516312,-0.20099878311157227,-0.007192885968834162
56.02593994140625,26.150577545166016,-82.51567077636719,-0.6021990180015564,0.09334868937730789,0.10050422698259354,-0.21535584330558777,-0.007192885968834162
52.33960723876953,31.317298889160156,-83.973876953125,-0.6021990180015564,0.09334868937730789,0.10768309980630875,-0.20817731320858002,-0.007192885968834162
48.017696380615234,36.10364532470703,-84.385986328125,-0.5071149468421936,0.07898735255002975,0.12204084545373917,-0.21535584330558777,-0.007192885968834162
43.53689193725586,40.88999557495117,-84.54448699951172,-0.2852521538734436,0.07180668413639069,0.136398583650589,-0.21535584330558777,-0.007192885968834162
38.897193908691406,45.517852783203125,-84.51278686523438,-0.2852521538734436,0.05744535103440285,0.1435774713754654,-0.21535584330558777,-0.007192885968834162
33.97148513793945,49.828739166259766,-83.78367614746094,-0.1267787367105484,0.05744535103440285,0.1507563441991806,-0.21535584330558777,-0.014385771937668324
29.077558517456055,53.98113250732422,-83.05457305908203,-0.095084048807621,0.03590334206819534,0.16511408984661102,-0.21535584330558777,-0.007192885968834162
24.024736404418945,57.68975830078125,-81.81826782226562,-0.22186279296875,0.021542005240917206,0.16511408984661102,-0.20099878311157227,-0.007192885968834162
18.84480094909668,61.55687713623047,-80.48685455322266,-0.2535574734210968,0.014361337758600712,0.17947183549404144,-0.20099878311157227,-0.014385771937668324
13.69664192199707,65.17041015625,-78.87014770507812,-0.1267787367105484,0.0,0.17229296267032623,-0.18664173781871796,-0.007192885968834162
8.4849271774292,68.53036499023438,-77.09493255615234,-0.2852521538734436,-0.007180668879300356,0.17947183549404144,-0.18664173781871796,-0.007192885968834162
3.018981456756592,71.8586196899414,-74.87591552734375,-0.1584734171628952,-0.014361337758600712,0.18665070831775665,-0.18664173781871796,-0.007192885968834162
-2.4469640254974365,74.8698959350586,-72.30819702148438,0.1267787367105484,-0.028722675517201424,0.19382958114147186,-0.1794632077217102,-0.007192885968834162
-7.658679485321045,76.89854431152344,-69.10647583007812,0.1584734171628952,-0.05026468262076378,0.20818732678890228,-0.17228467762470245,-0.007192885968834162
-12.80683708190918,78.89550018310547,-65.87305450439453,0.3169468343257904,-0.05744535103440285,0.20100845396518707,-0.15792761743068695,-0.007192885968834162
-17.76432228088379,80.607177734375,-62.48113250732422,0.6021990180015564,-0.07898735255002975,0.20818732678890228,-0.14357055723667145,-0.007192885968834162
-22.880701065063477,82.25545501708984,-58.89900588989258,0.5705043077468872,-0.08616802096366882,0.19382958114147186,-0.12921351194381714,-0.007192885968834162
-28.092416763305664,83.55506134033203,-55.0949821472168,0.5388096570968628,-0.09334868937730789,0.20100845396518707,-0.12203498184680939,-0.007192885968834162
-33.049903869628906,84.50598907470703,-51.10075378417969,0.4437255859375,-0.10771003365516663,0.19382958114147186,-0.10767792165279388,-0.007192885968834162
-37.912052154541016,84.91806030273438,-46.85292434692383,0.1584734171628952,-0.10771003365516663,0.20100845396518707,-0.10049939155578613,-0.007192885968834162
-42.64708709716797,85.04484558105469,-42.1929931640625,0.1584734171628952,-0.12925203144550323,0.20818732678890228,-0.08614233881235123,-0.007192885968834162
-47.2550048828125,84.63278198242188,-37.24775695800781,0.0316946841776371,-0.1364327073097229,0.20818732678890228,-0.07178527861833572,-0.014385771937668324
-51.545135498046875,84.03052520751953,-32.30252456665039,0.1267787367105484,-0.14361336827278137,0.19382958114147186,-0.06460675597190857,-0.007192885968834162
-55.453922271728516,83.01619720458984,-27.452388763427734,0.0633893683552742,-0.1579747051000595,0.20100845396518707,-0.04307116940617561,-0.007192885968834162
-58.98136520385742,81.71659088134766,-22.475454330444336,0.3486415147781372,-0.15079404413700104,0.18665070831775665,-0.02871411293745041,-0.007192885968834162
-62.667701721191406,80.19510650634766,-17.308319091796875,0.2535574734210968,-0.16515538096427917,0.17229296267032623,-0.014357056468725204,-0.014385771937668324
-66.29048156738281,78.42003631591797,-12.014383316040039,0.0,-0.1579747051000595,0.16511408984661102,-0.007178528234362602,0.0
-69.75436401367188,76.54987335205078,-6.783846855163574,-0.2535574734210968,-0.17233604192733765,0.1579352170228958,0.007178528234362602,-0.007192885968834162
-72.86868286132812,74.2993392944336,-1.4899102449417114,-0.22186279296875,-0.18669737875461578,0.1579352170228958,0.014357056468725204,-0.007192885968834162
-75.60165405273438,71.70012664794922,3.7406258583068848,-0.4120309054851532,-0.18669737875461578,0.1507563441991806,0.03589263930916786,-0.007192885968834162
-77.60371398925781,68.40357208251953,8.939461708068848,-0.5705043077468872,-0.20105873048305511,0.1435774713754654,0.050249695777893066,-0.007192885968834162
-79.44688415527344,65.04361724853516,14.074896812438965,-0.66558837890625,-0.20105873048305511,0.12204084545373917,0.06460675597190857,-0.007192885968834162
-80.90870666503906,61.4617805480957,18.988431930541992,-0.8240618109703064,-0.20105873048305511,0.12204084545373917,0.07896380871534348,-0.007192885968834162
