1-220kV母线电压Ua_1,2-220kV母线电压Ub_2,3-220kV母线电压Uc_3,4-220kV母线电压3Uo_4,5-220kV松腾线线路电流Ia_5,6-220kV松腾线线路电流Ib_6,7-220kV松腾线线路电流Ic_7,8-220kV松腾线线路电流3Io_8
-32.61252212524414,85.66130828857422,-52.801658630371094,0.41199636459350586,-0.10589570552110672,0.22570155560970306,-0.12006326764822006,0.0
-37.28507614135742,86.16836547851562,-48.64978790283203,0.2535362243652344,-0.12707485258579254,0.23275473713874817,-0.10593818128108978,0.0
-41.83048629760742,86.20005798339844,-44.21267318725586,0.1267681121826172,-0.13413456082344055,0.23275473713874817,-0.09887563437223434,0.0
-46.089820861816406,85.66130828857422,-39.42692947387695,0.1267681121826172,-0.14825399219989777,0.22570155560970306,-0.07062545418739319,-0.007030300796031952
-50.44451141357422,85.12255096435547,-34.736263275146484,-0.1267681121826172,-0.16237342357635498,0.22570155560970306,-0.06356290727853775,0.0
-54.89456558227539,84.298583984375,-29.380033493041992,-0.1267681121826172,-0.169433131814003,0.21864838898181915,-0.05650036036968231,0.0
-59.026756286621094,82.9992446899414,-23.992109298706055,-0.09507608413696289,-0.176492840051651,0.21159520745277405,-0.035312727093696594,0.0
-63.1589469909668,81.69990539550781,-18.572492599487305,-0.0633840560913086,-0.19061227142810822,0.21159520745277405,-0.021187635138630867,0.0
-67.13220977783203,80.2738037109375,-13.152873992919922,-0.09507608413696289,-0.19767199456691742,0.20454204082489014,-0.014125090092420578,0.0
-70.69224548339844,78.5307846069336,-7.955111503601074,-0.19015216827392578,-0.19767199456691742,0.19043569266796112,0.0,0.0
-73.87085723876953,76.18563842773438,-2.440412759780884,-0.15846014022827148,-0.20473170280456543,0.1833825260400772,0.014125090092420578,-0.007030300796031952
-76.3183822631836,73.46019744873047,2.7890431880950928,-0.09507608413696289,-0.21179141104221344,0.19043569266796112,0.035312727093696594,-0.007030300796031952
-78.70233917236328,70.73474884033203,7.860030651092529,-0.19015216827392578,-0.20473170280456543,0.1763293445110321,0.04943781718611717,0.0
-80.99093627929688,67.62901306152344,13.18456745147705,-0.31692028045654297,-0.21885113418102264,0.1622229963541031,0.06356290727853775,0.0
-82.3895263671875,63.730995178222656,18.414024353027344,-0.34861230850219727,-0.21885113418102264,0.14106348156929016,0.07062545418739319,0.0
-83.78811645507812,59.86466979980469,23.675172805786133,-0.34861230850219727,-0.22591084241867065,0.14106348156929016,0.08475054055452347,0.0
-84.99598693847656,56.06172561645508,28.587692260742188,-0.6021485328674316,-0.22591084241867065,0.12695713341236115,0.09887563437223434,-0.007030300796031952
-85.69528198242188,51.941871643066406,33.373435974121094,-0.6338405609130859,-0.21885113418102264,0.11285077780485153,0.12006326764822006,0.0
-85.91777801513672,47.410030364990234,38.095794677734375,-0.6972246170043945,-0.21885113418102264,0.09874442964792252,0.1271258145570755,0.0
